open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1671062400000,17804.00,17813.60,17798.70,17813.30,443.893,1671062459999,7903802.98920,1854,329.217,5862183.69250,0
1671062460000,17813.30,17816.90,17810.40,17815.20,251.986,1671062519999,4488732.08440,1339,187.381,3337864.23960,0
1671062520000,17815.20,17817.00,17807.00,17807.10,178.623,1671062579999,3181706.56690,1114,58.120,1035293.15320,0
1671062580000,17807.10,17807.50,17802.00,17803.30,88.464,1671062639999,1575070.30170,819,37.485,667406.67240,0
1671062640000,17803.20,17811.70,17800.00,17809.50,301.327,1671062699999,5365225.93650,1336,197.353,3513848.39050,0
1671062700000,17809.40,17809.50,17803.90,17804.00,88.474,1671062759999,1575581.60960,630,24.833,442247.63280,0
1671062760000,17804.00,17808.10,17797.20,17807.70,271.520,1671062819999,4833892.10910,1219,191.052,3401431.60140,0
1671062820000,17807.70,17814.90,17807.70,17812.90,114.753,1671062879999,2043867.80670,1000,81.235,1446871.09930,0
1671062880000,17812.90,17817.10,17812.80,17817.10,208.842,1671062939999,3720545.70850,773,169.693,3023035.57400,0
1671062940000,17817.10,17829.80,17817.00,17829.60,213.620,1671062999999,3807836.49900,1452,157.234,2802667.10460,0
1671063000000,17829.70,17829.70,17817.80,17826.50,178.587,1671063059999,3183016.99630,1172,76.817,1369129.02280,0
1671063060000,17826.60,17833.80,17826.60,17833.80,190.600,1671063119999,3398526.71270,1296,116.112,2070362.04160,0
1671063120000,17833.80,17834.60,17824.10,17832.20,189.071,1671063179999,3371125.92330,1267,106.388,1896892.77100,0
1671063180000,17832.10,17839.80,17832.10,17838.20,119.042,1671063239999,2123352.83160,969,77.566,1383520.40960,0
1671063240000,17838.10,17838.20,17837.60,17837.70,95.156,1671063299999,1697387.39590,572,48.191,859628.18940,0
1671063300000,17837.60,17838.90,17827.80,17828.40,367.308,1671063359999,6550176.02310,1649,126.177,2249982.65210,0
1671063360000,17828.50,17842.00,17828.40,17840.90,410.102,1671063419999,7314984.20040,1556,323.466,5769575.15930,0
1671063420000,17840.90,17842.90,17840.80,17841.20,152.801,1671063479999,2726225.65210,808,91.893,1639512.41400,0
1671063480000,17841.20,17843.60,17828.10,17831.60,181.298,1671063539999,3233886.39550,1109,98.960,1765333.25650,0
1671063540000,17831.70,17837.20,17831.60,17834.20,74.327,1671063599999,1325615.12840,647,35.931,640806.96410,0
1671063600000,17834.20,17834.20,17831.90,17832.00,43.049,1671063659999,767721.01950,446,14.346,255846.22380,0
1671063660000,17831.90,17832.00,17828.60,17830.60,154.418,1671063719999,2753283.08620,656,92.597,1650997.85320,0
1671063720000,17830.60,17830.70,17824.90,17824.90,139.846,1671063779999,2493137.22270,719,39.463,703588.75020,0
1671063780000,17824.90,17827.50,17820.10,17827.40,142.036,1671063839999,2531431.58630,1041,65.667,1170410.28370,0
1671063840000,17827.50,17827.50,17811.00,17811.10,119.605,1671063899999,2131044.81390,1062,21.948,391098.44590,0
1671063900000,17811.10,17817.10,17809.10,17809.20,347.526,1671063959999,6190243.74960,1433,150.846,2686938.48660,0
1671063960000,17809.10,17813.30,17807.80,17813.20,163.291,1671064019999,2908279.03970,1074,86.590,1542213.18420,0
1671064020000,17813.20,17813.80,17810.00,17812.30,92.149,1671064079999,1641402.49400,707,42.955,765120.64830,0
1671064080000,17812.30,17812.30,17809.60,17809.70,68.756,1671064139999,1224632.88470,504,33.231,591891.37580,0
1671064140000,17809.70,17843.90,17795.60,17843.80,1654.728,1671064199999,29491397.36820,5472,1172.201,20891224.95620,0
1671064200000,17843.70,17849.50,17835.60,17835.70,342.181,1671064259999,6106147.79890,2066,159.244,2841639.38900,0
1671064260000,17835.60,17835.70,17828.90,17834.60,144.067,1671064319999,2569052.64110,1332,73.856,1317009.83910,0
1671064320000,17834.60,17839.60,17834.60,17834.70,89.044,1671064379999,1588214.27320,783,63.432,1131376.08100,0
1671064380000,17834.70,17837.70,17832.80,17832.80,81.398,1671064439999,1451787.11420,624,44.251,789271.79600,0
1671064440000,17832.80,17832.90,17820.70,17824.40,235.292,1671064499999,4194020.60130,1044,50.729,904159.56720,0
1671064500000,17824.40,17827.80,17820.30,17824.80,194.854,1671064559999,3473119.88770,871,46.688,832180.60710,0
1671064560000,17824.70,17824.80,17820.40,17820.40,34.674,1671064619999,617985.23740,359,4.990,88933.39320,0
1671064620000,17820.50,17824.70,17814.00,17814.00,96.844,1671064679999,1725737.02950,947,39.518,704218.30160,0
1671064680000,17814.00,17816.20,17810.10,17810.10,76.522,1671064739999,1363133.15240,694,23.091,411332.64990,0
1671064740000,17810.20,17816.80,17803.60,17805.60,255.392,1671064799999,4548179.47240,1388,88.797,1581341.05420,0
1671064800000,17805.50,17810.80,17805.50,17806.50,73.004,1671064859999,1300089.59410,693,29.617,527438.80680,0
1671064860000,17806.20,17807.20,17806.20,17806.30,64.029,1671064919999,1140133.54870,581,29.401,523530.40280,0
1671064920000,17806.40,17811.70,17805.70,17811.70,133.905,1671064979999,2384581.84410,804,113.119,2014443.89700,0
1671064980000,17811.70,17816.20,17811.60,17816.20,55.030,1671065039999,980343.90630,466,51.211,912310.12740,0
1671065040000,17816.10,17821.50,17814.60,17814.60,100.684,1671065099999,1793880.78750,687,36.423,648945.60670,0
1671065100000,17814.60,17816.40,17814.60,17816.40,32.225,1671065159999,574118.64530,344,24.546,437307.37960,0
1671065160000,17816.40,17816.40,17805.20,17805.20,91.417,1671065219999,1628247.34410,649,13.063,232681.98350,0
1671065220000,17805.30,17810.00,17798.00,17798.10,358.526,1671065279999,6382979.82850,1578,108.145,1925246.45800,0
1671065280000,17798.00,17801.00,17798.00,17800.30,130.100,1671065339999,2315704.54140,863,55.021,979337.09360,0
1671065340000,17800.40,17804.50,17798.00,17799.90,223.918,1671065399999,3985831.54640,912,146.183,2602118.77350,0
1671065400000,17799.90,17800.00,17796.70,17796.80,112.566,1671065459999,2003465.21740,735,27.660,492299.45520,0
1671065460000,17796.80,17796.80,17789.10,17789.10,262.508,1671065519999,4670693.19000,1458,91.287,1624205.74460,0
1671065520000,17789.10,17794.80,17786.70,17791.30,240.689,1671065579999,4282102.82270,1401,148.358,2639556.35430,0
1671065580000,17791.30,17800.10,17791.30,17800.00,150.722,1671065639999,2682174.72910,961,75.370,1341309.25920,0
1671065640000,17800.10,17800.10,17798.10,17798.80,67.487,1671065699999,1201182.68950,546,38.229,680413.92710,0
1671065700000,17798.80,17798.80,17797.10,17797.10,39.101,1671065759999,695912.08720,477,10.159,180808.52900,0
1671065760000,17797.10,17797.20,17794.40,17794.40,57.120,1671065819999,1016491.58340,418,10.206,181628.23740,0
1671065820000,17794.40,17794.50,17785.30,17790.50,171.863,1671065879999,3057316.90240,1071,67.175,1194899.50490,0
1671065880000,17790.50,17790.50,17781.50,17787.90,175.094,1671065939999,3114134.30350,1346,49.653,883085.13050,0
1671065940000,17788.00,17792.30,17784.90,17788.70,122.462,1671065999999,2178334.32650,1014,64.328,1144263.48630,0
1671066000000,17788.70,17788.70,17786.20,17786.30,102.694,1671066059999,1826714.93010,729,20.411,363069.66420,0
1671066060000,17786.20,17794.50,17786.10,17794.40,190.470,1671066119999,3388471.29690,990,119.252,2121475.39060,0
1671066120000,17794.50,17799.00,17794.40,17795.80,119.521,1671066179999,2127230.42420,749,77.412,1377764.92170,0
1671066180000,17795.90,17800.70,17795.70,17795.80,64.249,1671066239999,1143507.07790,763,39.082,695585.87560,0
1671066240000,17795.70,17798.70,17794.40,17798.00,44.916,1671066299999,799329.05540,637,25.890,460744.43020,0
1671066300000,17797.90,17798.00,17797.30,17797.30,55.201,1671066359999,982449.45480,330,21.018,374067.65070,0
1671066360000,17797.40,17799.10,17795.20,17795.20,38.980,1671066419999,693729.22950,507,15.505,275949.04480,0
1671066420000,17795.20,17799.80,17794.60,17794.70,52.226,1671066479999,929471.29970,526,24.934,443761.07500,0
1671066480000,17794.70,17794.70,17784.90,17785.30,86.674,1671066539999,1541891.10900,698,33.251,591493.05280,0
1671066540000,17785.30,17790.30,17785.20,17790.20,52.232,1671066599999,929109.29320,629,23.546,418838.09620,0
1671066600000,17790.30,17799.20,17790.20,17799.10,73.652,1671066659999,1310579.82870,709,48.460,862360.71420,0
1671066660000,17799.20,17799.70,17795.60,17795.70,72.347,1671066719999,1287658.96490,658,24.423,434709.44820,0
1671066720000,17795.60,17798.00,17795.60,17798.00,55.360,1671066779999,985173.44240,455,34.939,621769.43800,0
1671066780000,17797.90,17813.10,17797.90,17813.00,296.422,1671066839999,5277446.88230,1317,253.495,4513076.36630,0
1671066840000,17813.00,17818.10,17813.00,17817.00,151.740,1671066899999,2703518.02890,1094,108.127,1926459.89820,0
1671066900000,17817.00,17817.80,17812.50,17814.80,88.664,1671066959999,1579595.40410,774,42.241,752533.69860,0
1671066960000,17814.80,17817.70,17801.00,17801.00,96.454,1671067019999,1717738.18800,943,22.373,398514.02980,0
1671067020000,17801.00,17803.30,17800.00,17801.60,110.445,1671067079999,1966023.92150,763,33.834,602287.05280,0
1671067080000,17801.70,17804.10,17801.60,17804.10,40.881,1671067139999,727795.29860,417,33.454,595577.37420,0
1671067140000,17804.00,17808.40,17804.00,17806.20,127.469,1671067199999,2269869.46330,710,84.746,1509120.17400,0
1671067200000,17806.30,17806.60,17805.00,17806.60,55.142,1671067259999,981869.19700,498,42.698,760294.07880,0
1671067260000,17806.60,17806.90,17800.60,17804.80,118.977,1671067319999,2118331.50550,671,29.817,530830.63530,0
1671067320000,17804.90,17804.90,17796.50,17798.30,103.759,1671067379999,1846978.41810,745,20.658,367704.23110,0
1671067380000,17798.20,17798.50,17793.50,17793.60,96.576,1671067439999,1718657.05340,697,25.954,461861.86320,0
1671067440000,17793.50,17794.60,17791.20,17791.20,89.592,1671067499999,1594078.38240,663,42.305,752708.09510,0
1671067500000,17791.30,17792.00,17788.30,17788.40,80.508,1671067559999,1432266.63400,694,22.854,406597.89700,0
1671067560000,17788.30,17792.50,17787.10,17792.40,126.992,1671067619999,2259092.84890,691,86.683,1542011.79180,0
1671067620000,17792.50,17798.50,17790.00,17798.50,73.358,1671067679999,1305218.93070,669,41.866,744916.32100,0
1671067680000,17798.50,17798.50,17797.00,17797.40,73.011,1671067739999,1299438.17390,458,47.067,837677.68340,0
1671067740000,17797.30,17798.50,17797.30,17798.40,24.037,1671067799999,427813.55600,344,12.502,222512.74760,0
1671067800000,17798.50,17801.80,17798.40,17801.10,108.164,1671067859999,1925338.39030,742,64.274,1144087.54230,0
1671067860000,17801.10,17801.10,17792.80,17792.90,119.282,1671067919999,2123123.56040,682,25.012,445225.26080,0
1671067920000,17792.90,17792.90,17788.00,17788.00,101.798,1671067979999,1810856.66070,752,36.505,649361.63250,0
1671067980000,17788.10,17789.90,17788.00,17788.20,66.859,1671068039999,1189322.21860,558,38.445,683876.68050,0
