open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1686182400000,1831.32,1831.94,1830.58,1831.94,9828.730,1686182459999,17997062.86167,3374,3417.457,6257904.46071,0
1686182460000,1831.94,1831.94,1831.14,1831.14,831.095,1686182519999,1522182.31120,1379,248.821,455734.29697,0
1686182520000,1831.15,1831.70,1831.14,1831.68,1535.259,1686182579999,2811594.71001,1796,948.302,1736662.44220,0
1686182580000,1831.68,1831.85,1831.40,1831.40,345.172,1686182639999,632256.70688,561,205.758,376887.12156,0
1686182640000,1831.41,1831.98,1831.40,1831.96,648.449,1686182699999,1187747.52390,820,355.191,650556.83204,0
1686182700000,1831.96,1832.61,1831.95,1832.61,893.913,1686182759999,1637886.55635,795,742.739,1360918.49247,0
1686182760000,1832.61,1833.32,1831.15,1831.16,3774.546,1686182819999,6917435.58852,2116,1534.461,2812430.53787,0
1686182820000,1831.16,1831.74,1830.28,1830.93,2068.645,1686182879999,3787430.20989,2034,803.386,1470999.28099,0
1686182880000,1830.93,1831.50,1830.44,1831.14,1929.139,1686182939999,3532039.65368,1721,715.848,1310698.59632,0
1686182940000,1831.15,1832.04,1830.89,1831.40,2036.966,1686182999999,3730751.73679,1612,1229.362,2251692.05219,0
1686183000000,1831.41,1834.60,1831.41,1834.37,5456.879,1686183059999,10006548.41502,4166,3757.385,6889567.49092,0
1686183060000,1834.37,1835.64,1834.36,1834.87,5234.439,1686183119999,9605248.14367,4214,3143.506,5768483.58993,0
1686183120000,1834.88,1834.88,1833.60,1834.14,1074.370,1686183179999,1970442.21120,1726,510.036,935398.64369,0
1686183180000,1834.14,1834.39,1832.38,1832.38,1310.826,1686183239999,2403217.84493,1760,345.609,633595.11693,0
1686183240000,1832.38,1832.38,1830.85,1830.85,1258.242,1686183299999,2304779.41645,1590,531.215,973026.91978,0
1686183300000,1830.86,1831.70,1830.67,1830.82,1697.959,1686183359999,3109015.44835,1535,1130.969,2070884.97465,0
1686183360000,1830.82,1831.78,1830.28,1831.77,2582.658,1686183419999,4728469.85176,1926,1300.083,2380309.61463,0
