open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1695081600000,26749.90,26753.30,26745.00,26751.10,244.316,1695081659999,6534751.49090,1884,152.877,4089051.97480,0
1695081660000,26751.20,26755.10,26751.10,26755.10,86.727,1695081719999,2320198.68180,1212,76.567,2048391.85240,0
1695081720000,26755.10,26756.90,26755.00,26755.60,101.604,1695081779999,2718519.86730,1139,62.036,1659818.12080,0
1695081780000,26755.60,26762.50,26754.90,26762.40,214.136,1695081839999,5729727.86330,1820,147.262,3940395.26860,0
1695081840000,26762.30,26762.40,26756.00,26760.40,105.565,1695081899999,2824851.29090,1352,62.657,1676681.05440,0
1695081900000,26760.40,26767.60,26760.30,26763.80,190.019,1695081959999,5085633.70440,1507,169.238,4529465.66670,0
1695081960000,26763.90,26768.00,26763.80,26768.00,99.251,1695082019999,2656468.62500,953,74.238,1986986.16910,0
1695082020000,26768.00,26773.90,26763.80,26765.90,218.593,1695082079999,5851474.66180,1715,93.854,2512384.96760,0
1695082080000,26766.00,26771.10,26762.70,26770.20,129.434,1695082139999,3464342.44050,1430,59.762,1599551.76420,0
1695082140000,26770.20,26770.30,26764.20,26766.50,49.219,1695082199999,1317438.42410,817,20.192,540452.12910,0
1695082200000,26766.50,26766.60,26766.00,26766.00,39.145,1695082259999,1047774.13230,836,13.048,349249.89080,0
1695082260000,26766.00,26766.10,26766.00,26766.00,33.320,1695082319999,891845.11280,532,19.928,533394.84080,0
1695082320000,26766.10,26766.10,26748.20,26748.30,93.767,1695082379999,2509131.74320,1854,12.931,346051.13010,0
1695082380000,26748.20,26748.20,26743.30,26744.70,126.954,1695082439999,3395352.42660,1063,62.511,1671812.52110,0
1695082440000,26744.70,26749.60,26737.50,26744.90,299.757,1695082499999,8015925.21120,2013,65.180,1743091.69790,0
1695082500000,26744.90,26744.90,26728.00,26728.10,546.442,1695082559999,14608874.60240,2900,240.370,6426085.27030,0
1695082560000,26728.00,26735.30,26724.50,26724.60,234.443,1695082619999,6266522.79380,2224,125.952,3366625.42820,0
1695082620000,26724.50,26724.60,26710.20,26716.10,277.591,1695082679999,7416084.38800,2775,72.231,1929624.10480,0
1695082680000,26716.20,26719.70,26704.00,26714.30,309.012,1695082739999,8253756.54540,2760,106.093,2833705.06300,0
1695082740000,26714.20,26719.30,26707.10,26709.00,177.994,1695082799999,4754940.58070,2140,73.643,1967394.98700,0
1695082800000,26709.00,26709.10,26680.50,26692.00,662.871,1695082859999,17694235.60060,5749,137.757,3677094.07860,0
1695082860000,26692.00,26692.10,26659.00,26678.70,982.737,1695082919999,26216162.59740,7614,302.207,8061771.15770,0
1695082920000,26678.60,26697.50,26672.10,26692.50,376.106,1695082979999,10036286.87820,3333,246.757,6584512.85230,0
1695082980000,26692.40,26699.20,26687.20,26696.60,265.579,1695083039999,7089323.33930,2380,127.448,3402187.14220,0
1695083040000,26696.50,26696.60,26679.70,26695.90,180.360,1695083099999,4813022.69270,2161,107.998,2881933.44090,0
1695083100000,26695.90,26699.90,26679.80,26681.50,162.468,1695083159999,4335829.57910,2255,83.685,2233265.21690,0
1695083160000,26681.50,26687.30,26672.00,26672.00,140.007,1695083219999,3735320.35750,2347,55.275,1474812.24480,0
1695083220000,26672.10,26679.40,26655.60,26672.00,351.390,1695083279999,9369942.90150,4207,160.396,4276996.36200,0
1695083280000,26672.10,26672.10,26659.60,26665.30,179.269,1695083339999,4780165.43580,2723,71.126,1896485.13050,0
1695083340000,26665.20,26676.70,26664.10,26675.90,292.560,1695083399999,7801992.68330,2429,112.690,3005315.98960,0
1695083400000,26675.90,26675.90,26653.20,26658.00,265.109,1695083459999,7068823.70080,3093,100.281,2673953.12600,0
1695083460000,26658.00,26678.70,26658.00,26678.70,162.207,1695083519999,4325337.58610,2155,128.665,3431039.57640,0
1695083520000,26678.80,26697.70,26678.70,26690.60,303.115,1695083579999,8090350.72360,2936,245.030,6539925.41040,0
1695083580000,26690.50,26692.90,26688.20,26692.80,117.004,1695083639999,3122798.92250,1414,56.862,1517621.47110,0
1695083640000,26692.80,26698.90,26686.40,26695.50,145.199,1695083699999,3875964.26640,1971,104.223,2782138.55210,0
1695083700000,26695.50,26695.60,26685.10,26688.20,72.695,1695083759999,1940267.73520,1271,27.810,742291.09790,0
1695083760000,26688.20,26704.50,26683.00,26704.50,137.984,1695083819999,3683437.54530,2177,122.088,3259215.05280,0
1695083820000,26704.50,26718.40,26701.90,26708.00,395.683,1695083879999,10568642.13540,3311,189.505,5061793.33650,0
1695083880000,26707.90,26708.20,26701.40,26703.10,82.117,1695083939999,2192896.03960,1261,41.098,1097499.94070,0
1695083940000,26703.10,26709.00,26696.00,26696.00,154.502,1695083999999,4125842.74340,1696,77.616,2072677.99650,0
1695084000000,26696.00,26701.10,26685.00,26686.00,126.490,1695084059999,3376411.56780,1751,38.413,1025396.86740,0
1695084060000,26686.00,26693.10,26686.00,26691.50,84.683,1695084119999,2260211.91870,1141,66.799,1782868.82340,0
1695084120000,26691.50,26699.50,26691.50,26694.20,73.851,1695084179999,1971454.01960,1324,44.895,1198443.95690,0
1695084180000,26694.30,26697.90,26691.90,26697.10,59.443,1695084239999,1586892.06860,1205,34.974,933671.92310,0
1695084240000,26697.10,26706.10,26697.00,26705.90,86.104,1695084299999,2299089.85670,1184,78.421,2093921.40160,0
1695084300000,26706.00,26706.00,26690.00,26696.50,118.112,1695084359999,3153163.47390,1703,39.183,1045980.98880,0
1695084360000,26696.50,26696.60,26687.80,26687.80,64.407,1695084419999,1719098.65350,1407,22.875,610572.85740,0
