open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1696723200000,1633.17,1633.18,1632.92,1632.93,517.048,1696723259999,844384.94682,579,153.300,250354.76076,0
1696723260000,1632.92,1632.93,1632.73,1632.89,724.618,1696723319999,1183142.43422,530,330.854,540206.05085,0
1696723320000,1632.89,1633.41,1632.89,1633.23,646.412,1696723379999,1055686.11673,597,460.952,752782.58402,0
1696723380000,1633.23,1633.23,1632.82,1632.82,385.344,1696723439999,629261.60323,367,160.235,261650.54561,0
1696723440000,1632.82,1633.03,1632.78,1632.85,205.011,1696723499999,334753.73133,403,137.867,225116.40087,0
1696723500000,1632.85,1633.59,1632.85,1633.48,969.924,1696723559999,1584188.19025,625,814.833,1330859.77017,0
1696723560000,1633.49,1633.67,1633.48,1633.66,310.242,1696723619999,506804.84042,276,291.202,475700.98342,0
1696723620000,1633.66,1633.67,1633.66,1633.67,128.733,1696723679999,210307.05870,115,110.592,180670.83264,0
1696723680000,1633.66,1633.70,1633.66,1633.69,244.351,1696723739999,399188.87607,248,219.057,357867.07823,0
1696723740000,1633.70,1633.91,1633.70,1633.91,477.439,1696723799999,780045.92837,263,383.127,625955.51243,0
1696723800000,1633.90,1634.04,1633.90,1634.03,248.274,1696723859999,405677.87734,221,221.691,362240.67234,0
1696723860000,1634.04,1634.04,1633.80,1633.81,537.616,1696723919999,878453.11031,431,58.044,94843.88070,0
1696723920000,1633.81,1634.09,1633.80,1633.82,451.801,1696723979999,738216.25572,361,257.892,421377.89721,0
1696723980000,1633.83,1633.98,1633.82,1633.97,215.841,1696724039999,352661.51314,220,74.063,121009.06154,0
1696724040000,1633.98,1634,1633.89,1633.90,315.211,1696724099999,515041.85857,241,117.250,191580.51678,0
1696724100000,1633.89,1633.90,1633.82,1633.82,135.242,1696724159999,220967.29570,229,27.206,44451.05234,0
1696724160000,1633.82,1633.82,1633.80,1633.81,82.517,1696724219999,134816.66252,161,32.776,53549.75656,0
1696724220000,1633.80,1633.81,1633.67,1633.68,231.268,1696724279999,377834.82162,312,59.618,97403.77040,0
1696724280000,1633.67,1634.08,1633.67,1634.07,678.724,1696724339999,1108908.20903,402,376.540,615187.20015,0
1696724340000,1634.07,1634.32,1634.07,1634.31,398.974,1696724399999,652011.97819,304,349.504,571169.04187,0
1696724400000,1634.32,1634.58,1634.31,1634.50,658.260,1696724459999,1075906.89493,456,506.004,827041.84585,0
1696724460000,1634.51,1634.57,1634.22,1634.40,407.291,1696724519999,665684.63961,495,184.397,301391.01722,0
1696724520000,1634.40,1634.41,1633.61,1633.61,1108.910,1696724579999,1811917.80419,791,94.597,154584.53548,0
1696724580000,1633.61,1634.18,1633.61,1634.17,310.087,1696724639999,506612.97816,436,284.248,464393.52083,0
1696724640000,1634.18,1634.82,1634.17,1634.81,375.563,1696724699999,613894.44574,418,357.782,584829.71034,0
1696724700000,1634.81,1634.81,1634.35,1634.42,625.510,1696724759999,1022483.01818,537,85.348,139492.03226,0
1696724760000,1634.42,1634.68,1634.42,1634.58,190.852,1696724819999,311957.49180,305,123.152,201296.03435,0
1696724820000,1634.59,1635.07,1634.58,1634.95,1210.102,1696724879999,1978424.92358,616,961.230,1571544.49978,0
1696724880000,1634.95,1635.13,1634.76,1634.76,651.622,1696724939999,1065303.24604,554,482.702,789145.03530,0
1696724940000,1634.77,1634.77,1634.72,1634.73,219.542,1696724999999,358894.27624,210,135.443,221414.15593,0
1696725000000,1634.73,1635.02,1634.72,1635.02,159.813,1696725059999,261260.25424,342,123.343,201641.68178,0
1696725060000,1635.01,1635.13,1634.90,1635.05,144.862,1696725119999,236851.87519,559,85.576,139916.69848,0
1696725120000,1635.04,1635.13,1635.04,1635.12,69.634,1696725179999,113856.37227,190,49.656,81191.17081,0
1696725180000,1635.12,1635.62,1635.12,1635.62,923.301,1696725239999,1509978.95845,665,860.777,1407718.86117,0
1696725240000,1635.61,1636.35,1635.61,1636.11,979.344,1696725299999,1602226.41698,1475,705.336,1153916.21563,0
1696725300000,1636.12,1636.12,1634.96,1634.97,664.330,1696725359999,1086626.83032,937,129.555,211959.10577,0
1696725360000,1634.96,1635.25,1634.96,1635.24,396.041,1696725419999,647527.36013,400,306.228,500685.53258,0
1696725420000,1635.25,1635.46,1635.24,1635.46,169.578,1696725479999,277314.69795,244,100.067,163642.98348,0
1696725480000,1635.47,1635.78,1635.46,1635.55,210.697,1696725539999,344625.94050,448,70.709,115653.11370,0
1696725540000,1635.56,1635.96,1635.55,1635.88,294.927,1696725599999,482444.77985,398,242.907,397345.37310,0
1696725600000,1635.89,1635.89,1635.70,1635.71,331.184,1696725659999,541764.23396,301,84.340,137963.04633,0
